applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Male,135000,Unknown,Unknown,Married,Laborers,37,2,0,34,1
Unknown,90000,Unknown,Higher Education,Unknown,Core Staff,40,25,0,18,1
Unknown,180000,Working,Unknown,Married,Unknown,51,13,0,53,1
Male,180000,Unknown,Higher Education,Civil Marriage,Drivers,41,2,0,18,1
Female,94500,Working,Secondary / Secondary Special,Single / Not Married,Laborers,43,2,0,18,1
Female,157500,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,42,19,0,18,1
Male,225000,Commercial Associate,Unknown,Unknown,Sales Staff,40,7,0,41,1
Female,103500,Working,Unknown,Married,Unknown,40,1,0,41,1
Male,157500,Working,Unknown,Married,Laborers,39,7,0,43,1
Female,72000,Unknown,Unknown,Married,Unknown,40,4,0,45,1
Female,135000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,3,0,18,1
Unknown,337500,Working,Secondary / Secondary Special,Unknown,Sales Staff,55,7,0,5,1
Unknown,112500,State Servant,Secondary / Secondary Special,Widow,Unknown,40,7,0,18,1
Unknown,130500,Unknown,Unknown,Unknown,Laborers,45,7,0,30,1
Female,202500,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Male,135000,State Servant,Incomplete Higher,Single / Not Married,High Skill Tech Staff,40,7,0,18,1
Unknown,292500,State Servant,Secondary / Secondary Special,Married,Drivers,43,17,0,53,1
Male,157500,Commercial Associate,Unknown,Single / Not Married,Unknown,40,1,0,18,1
Unknown,135000,Working,Unknown,Unknown,Laborers,55,7,0,18,1
Male,225000,Working,Secondary / Secondary Special,Unknown,Cleaning Staff,40,4,0,34,1
Male,225000,Working,Secondary / Secondary Special,Single / Not Married,Unknown,29,7,0,18,1
Unknown,157500,Commercial Associate,Secondary / Secondary Special,Married,Laborers,58,7,0,4,1
Male,234000,Unknown,Unknown,Unknown,Unknown,40,5,0,18,1
Male,270000,Working,Higher Education,Unknown,Unknown,51,7,0,12,1
Unknown,202500,Working,Higher Education,Married,Unknown,42,11,0,18,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Unknown,50,7,0,18,1
Unknown,135000,Unknown,Unknown,Separated,Security Staff,40,5,0,6,1
Female,270000,State Servant,Unknown,Married,Medicine Staff,40,7,0,13,1
Unknown,297000,Unknown,Secondary / Secondary Special,Single / Not Married,Laborers,40,7,0,37,1
Unknown,112500,Unknown,Secondary / Secondary Special,Married,Sales Staff,45,10,0,10,1
Unknown,270000,Working,Unknown,Married,Laborers,40,7,0,34,1
Unknown,103500,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,40,5,0,25,1
Unknown,99000,Unknown,Unknown,Unknown,Unknown,60,7,0,18,1
Male,112500,Working,Secondary / Secondary Special,Civil Marriage,Laborers,40,7,0,18,1
Male,135000,Working,Unknown,Unknown,Unknown,29,4,0,18,1
Unknown,315000,Working,Secondary / Secondary Special,Unknown,Unknown,40,12,0,18,1
Female,225000,Commercial Associate,Higher Education,Married,Private Service Staff,39,7,0,18,1
Unknown,121500,Unknown,Higher Education,Unknown,Unknown,33,7,0,3,1
Unknown,337500,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,0,50,1
Female,225000,Commercial Associate,Unknown,Civil Marriage,Unknown,40,5,0,15,1
Unknown,360000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,1,0,18,1
Male,252000,Commercial Associate,Unknown,Married,Drivers,38,8,0,18,1
Unknown,126000,Working,Secondary / Secondary Special,Unknown,Accountants,40,7,0,18,1
Unknown,180000,Working,Unknown,Single / Not Married,Unknown,40,9,0,21,1
Female,112500,Unknown,Unknown,Single / Not Married,Core Staff,40,7,2,11,1
Unknown,90000,State Servant,Unknown,Unknown,Core Staff,29,7,1,28,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Unknown,Cooking Staff,31,7,0,4,1
Unknown,180000,State Servant,Secondary / Secondary Special,Married,Core Staff,41,13,2,34,1
Female,337500,Unknown,Unknown,Unknown,Unknown,49,13,0,18,1
Female,202500,State Servant,Secondary / Secondary Special,Civil Marriage,Unknown,34,2,0,18,1
Female,202500,Working,Higher Education,Unknown,Accountants,40,1,8,43,1
Unknown,171000,Unknown,Secondary / Secondary Special,Civil Marriage,Medicine Staff,39,7,0,18,1
Female,76500,Working,Secondary / Secondary Special,Married,Unknown,40,7,3,18,1
Female,121500,Unknown,Unknown,Married,Laborers,40,7,0,18,1
Female,144000,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,1,17,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Core Staff,45,7,0,18,1
Unknown,157500,Unknown,Secondary / Secondary Special,Married,Cooking Staff,40,7,0,18,1
Female,135000,Commercial Associate,Higher Education,Single / Not Married,Sales Staff,32,4,0,18,1
Female,360000,Working,Unknown,Married,Accountants,40,7,2,41,1
Unknown,337500,Commercial Associate,Secondary / Secondary Special,Unknown,Sales Staff,32,7,0,18,1
Unknown,315000,Working,Unknown,Married,Laborers,35,4,0,42,1
Male,81000,Working,Secondary / Secondary Special,Unknown,Low-Skill Laborers,40,1,4,12,1
Male,202500,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,3,0,18,1
Male,360000,Commercial Associate,Unknown,Married,Unknown,42,5,0,29,1
Female,63000,Commercial Associate,Higher Education,Married,Core Staff,40,7,0,18,1
Female,225000,Unknown,Unknown,Married,Managers,40,9,1,18,1
Unknown,139500,Working,Incomplete Higher,Married,Core Staff,37,9,0,18,1
Male,202500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,35,7,2,31,1
Female,180000,Unknown,Unknown,Unknown,Unknown,35,7,2,25,1
Female,90000,Working,Secondary / Secondary Special,Married,Laborers,48,4,0,11,1
Female,90000,Working,Unknown,Unknown,Unknown,40,10,0,4,1
Female,202500,Unknown,Unknown,Unknown,Core Staff,40,7,0,2,1
Unknown,94500,Unknown,Unknown,Widow,Sales Staff,40,3,0,54,1
Male,315000,Working,Higher Education,Married,Unknown,51,7,0,18,1
Male,157500,Unknown,Secondary / Secondary Special,Single / Not Married,Laborers,56,3,0,18,1
Female,225000,Commercial Associate,Unknown,Unknown,Unknown,39,7,0,18,1
Unknown,315000,Working,Unknown,Unknown,Laborers,42,10,0,15,1
Unknown,157500,Commercial Associate,Secondary / Secondary Special,Married,Unknown,30,2,0,14,1
Male,270000,Commercial Associate,Unknown,Single / Not Married,Unknown,31,7,0,26,1
Unknown,157500,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,7,0,14,1
Female,225000,Working,Unknown,Civil Marriage,Unknown,38,3,0,18,1
Female,112500,Unknown,Unknown,Unknown,Laborers,36,7,0,19,1
Female,135000,Commercial Associate,Higher Education,Unknown,Unknown,47,7,0,18,1
Male,135000,Working,Unknown,Unknown,Managers,40,5,0,10,1
Male,202500,Unknown,Unknown,Married,Managers,48,10,0,58,1
Female,112500,Working,Secondary / Secondary Special,Unknown,Unknown,40,12,0,18,1
Male,180000,Unknown,Secondary / Secondary Special,Unknown,Drivers,56,10,0,4,1
Male,112500,Unknown,Unknown,Married,Drivers,44,3,0,18,1
Unknown,157500,Unknown,Higher Education,Separated,Laborers,40,4,1,3,1
Female,67500,Commercial Associate,Unknown,Married,Sales Staff,47,7,0,30,1
Female,90000,Unknown,Unknown,Unknown,Core Staff,53,8,0,15,1
Male,99000,Commercial Associate,Unknown,Unknown,Drivers,40,1,0,18,1
Unknown,135000,Commercial Associate,Unknown,Married,Unknown,52,7,0,18,1
Female,112500,Working,Secondary / Secondary Special,Widow,Private Service Staff,40,7,0,18,1
Female,180000,Working,Unknown,Single / Not Married,Laborers,29,7,0,18,1
Unknown,270000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,40,16,0,14,1
Unknown,135000,Commercial Associate,Unknown,Married,Cleaning Staff,62,9,0,17,1
Female,211500,Unknown,Unknown,Married,Core Staff,40,3,0,14,1
Unknown,112500,Working,Unknown,Married,Unknown,29,5,0,6,1
Male,315000,Working,Secondary / Secondary Special,Married,Unknown,35,5,0,18,1
Female,135000,Unknown,Higher Education,Married,Accountants,40,7,0,18,1
Female,382500,Unknown,Unknown,Married,Secretaries,48,7,0,13,1
Unknown,180000,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,40,7,0,16,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,14,1
Female,157500,Unknown,Unknown,Married,Unknown,40,7,0,15,1
Unknown,463500,Working,Unknown,Unknown,Managers,58,7,0,18,1
Unknown,81000,Unknown,Secondary / Secondary Special,Married,Core Staff,37,7,0,18,1
Male,135000,Unknown,Higher Education,Married,Managers,37,7,3,34,1
Male,198000,Unknown,Secondary / Secondary Special,Married,Drivers,58,4,0,27,1
Female,180000,State Servant,Secondary / Secondary Special,Married,Medicine Staff,40,3,0,25,1
Female,202500,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Female,166500,Unknown,Higher Education,Married,Core Staff,40,2,0,10,1
Unknown,270000,Commercial Associate,Unknown,Single / Not Married,Sales Staff,40,15,0,18,1
Male,180000,Working,Unknown,Civil Marriage,Managers,40,11,0,34,1
Male,472500,Unknown,Secondary / Secondary Special,Married,Managers,40,7,0,25,1
Female,202500,Unknown,Secondary / Secondary Special,Unknown,Medicine Staff,41,7,0,31,1
Female,126000,Commercial Associate,Unknown,Married,Laborers,40,7,1,18,1
Male,716324,State Servant,Secondary / Secondary Special,Unknown,Laborers,40,7,6,18,1
Female,180000,Unknown,Higher Education,Unknown,It Staff,38,2,0,18,1
Female,337500,Unknown,Secondary / Secondary Special,Single / Not Married,Sales Staff,55,9,0,18,1
Female,270000,Unknown,Unknown,Single / Not Married,Unknown,58,7,0,1,1
Unknown,292500,Unknown,Higher Education,Married,High Skill Tech Staff,40,3,0,18,1
Female,157500,Unknown,Unknown,Single / Not Married,Waiters/Barmen Staff,35,4,0,18,1
Female,234000,Working,Secondary / Secondary Special,Unknown,Unknown,57,7,0,37,1
Unknown,270000,Working,Unknown,Married,Laborers,40,8,0,55,1
Unknown,180000,Unknown,Secondary / Secondary Special,Unknown,Unknown,61,16,0,12,1
Unknown,157500,Working,Secondary / Secondary Special,Unknown,Unknown,40,9,0,13,1
Male,90000,Working,Unknown,Married,Unknown,61,11,0,9,1
Male,135000,Unknown,Unknown,Unknown,Core Staff,31,8,0,18,1
Unknown,202500,Working,Unknown,Unknown,Unknown,40,1,0,35,1
Female,135000,Working,Unknown,Unknown,Private Service Staff,61,7,0,17,1
Unknown,155250,Unknown,Unknown,Unknown,Laborers,40,7,0,52,1
Unknown,180000,Working,Unknown,Civil Marriage,Laborers,40,14,0,33,1
Female,247500,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Cooking Staff,40,7,0,42,1
Female,306000,State Servant,Unknown,Married,Unknown,40,7,0,11,1
Female,225000,Working,Unknown,Unknown,Unknown,50,7,0,20,1
Unknown,135000,Commercial Associate,Unknown,Widow,Core Staff,40,27,0,18,1
Female,270000,Working,Higher Education,Single / Not Married,Unknown,40,3,4,25,1
Unknown,202500,Commercial Associate,Higher Education,Unknown,Laborers,35,7,0,18,1
Female,292500,State Servant,Secondary / Secondary Special,Married,Unknown,40,11,1,18,1
Male,180000,Working,Unknown,Single / Not Married,Drivers,32,3,0,29,1
Unknown,247500,Commercial Associate,Unknown,Civil Marriage,Laborers,49,1,0,8,1
Female,270000,State Servant,Unknown,Separated,Medicine Staff,54,34,0,18,1
Unknown,202500,Commercial Associate,Secondary / Secondary Special,Unknown,Managers,44,16,0,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Unknown,Unknown,36,7,0,38,1
Male,36900,Working,Unknown,Married,Laborers,51,5,0,7,1
Unknown,387000,Working,Unknown,Unknown,Managers,37,8,0,16,1
Unknown,306000,Commercial Associate,Secondary / Secondary Special,Unknown,Managers,40,7,0,8,1
Unknown,202500,Unknown,Unknown,Unknown,Laborers,38,7,0,18,1
Female,180000,Working,Unknown,Single / Not Married,Unknown,46,7,0,18,1
Unknown,157500,Commercial Associate,Unknown,Separated,Unknown,37,4,0,46,1
Female,225000,Working,Higher Education,Unknown,Managers,45,9,0,18,1
Unknown,166500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Sales Staff,39,11,0,18,1
Female,157500,Working,Higher Education,Separated,Medicine Staff,27,7,0,18,1
Unknown,157500,Working,Higher Education,Married,Laborers,57,7,0,36,1
Female,126000,Unknown,Unknown,Married,Unknown,40,7,0,30,1
Unknown,180000,Unknown,Secondary / Secondary Special,Single / Not Married,Sales Staff,40,9,0,31,1
Unknown,225000,Commercial Associate,Higher Education,Single / Not Married,Unknown,47,2,0,18,1
Female,112500,Commercial Associate,Unknown,Married,Unknown,40,7,0,5,1
Male,360000,Unknown,Unknown,Married,Unknown,44,16,0,18,1
Female,112500,Working,Unknown,Unknown,Unknown,30,4,0,18,1
Male,112500,Unknown,Incomplete Higher,Unknown,Unknown,40,1,0,33,1
Female,135000,Working,Unknown,Unknown,Accountants,36,7,0,18,1
Unknown,229500,Working,Incomplete Higher,Unknown,Unknown,51,7,0,13,1
Female,135000,Unknown,Secondary / Secondary Special,Married,Unknown,44,7,0,18,1
Unknown,243000,Unknown,Higher Education,Married,Unknown,29,7,0,1,1
Male,157500,Commercial Associate,Unknown,Married,Drivers,40,7,0,18,1
Female,247500,Unknown,Secondary / Secondary Special,Married,Managers,40,7,0,18,1
Unknown,67500,Working,Secondary / Secondary Special,Married,Cooking Staff,40,8,0,32,1
Unknown,247500,Working,Unknown,Married,Drivers,39,7,0,8,1
Female,270000,Unknown,Secondary / Secondary Special,Separated,Unknown,40,7,0,18,1
Female,67500,Working,Secondary / Secondary Special,Unknown,Sales Staff,54,7,0,26,1
Unknown,202500,Unknown,Secondary / Secondary Special,Married,Drivers,44,7,0,28,1
Female,135000,Working,Secondary / Secondary Special,Unknown,Laborers,28,6,0,10,1
Unknown,180000,State Servant,Higher Education,Married,Core Staff,44,21,0,8,1
Male,135000,Working,Unknown,Unknown,Unknown,46,12,0,18,1
Female,270000,State Servant,Higher Education,Married,Managers,38,7,0,37,1
Unknown,184500,Unknown,Secondary / Secondary Special,Married,Unknown,51,7,0,19,1
Female,63000,Working,Secondary / Secondary Special,Unknown,Unknown,47,13,0,24,1
Unknown,270000,Unknown,Secondary / Secondary Special,Married,Laborers,40,1,0,13,1
Unknown,144000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,42,5,0,18,1
Female,202500,Working,Secondary / Secondary Special,Unknown,Sales Staff,38,10,0,18,1
Unknown,135000,Unknown,Unknown,Married,Sales Staff,25,7,0,4,1
Unknown,135000,Commercial Associate,Unknown,Unknown,Unknown,44,8,1,14,1
Unknown,180000,Unknown,Higher Education,Unknown,Sales Staff,40,7,0,18,1
Unknown,202500,Unknown,Secondary / Secondary Special,Married,Unknown,63,7,1,9,1
Unknown,225000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,1,0,18,1
Female,270000,Unknown,Unknown,Married,Managers,40,7,0,31,1
Female,112500,Working,Secondary / Secondary Special,Married,Medicine Staff,40,7,0,18,1
Unknown,405000,Unknown,Higher Education,Married,High Skill Tech Staff,29,6,0,27,1
Unknown,270000,Working,Secondary / Secondary Special,Married,Laborers,41,7,0,9,1
Male,135000,Working,Secondary / Secondary Special,Single / Not Married,Unknown,26,3,0,8,1
Unknown,315000,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,7,0,17,1
Male,198000,Working,Unknown,Married,Drivers,40,10,0,18,1
Unknown,234000,Unknown,Secondary / Secondary Special,Single / Not Married,Cleaning Staff,50,7,0,23,1
Unknown,450000,Unknown,Higher Education,Civil Marriage,Unknown,48,10,0,18,1
Female,189000,Working,Unknown,Married,Unknown,52,7,0,42,1
Male,234000,Working,Unknown,Unknown,Laborers,40,5,0,18,1
Unknown,450000,Unknown,Higher Education,Unknown,Managers,40,16,0,47,1
Unknown,360000,Working,Higher Education,Unknown,Core Staff,47,7,0,4,1
Unknown,270000,Working,Unknown,Married,Managers,40,2,0,18,1
Male,306000,Unknown,Secondary / Secondary Special,Unknown,Managers,44,7,0,43,1
Unknown,540000,Commercial Associate,Unknown,Married,Unknown,52,4,2,40,1
Unknown,306000,Working,Secondary / Secondary Special,Married,Unknown,44,7,0,43,1
Female,202500,Working,Secondary / Secondary Special,Unknown,Core Staff,49,7,0,28,1
Female,202500,Unknown,Higher Education,Unknown,Unknown,40,7,0,18,1
Unknown,202500,Unknown,Unknown,Separated,Unknown,52,7,0,27,1
Male,135000,Working,Secondary / Secondary Special,Unknown,Unknown,31,7,0,18,1
Male,90000,Unknown,Secondary / Secondary Special,Civil Marriage,Unknown,36,1,0,8,1
Unknown,360000,Commercial Associate,Higher Education,Civil Marriage,Sales Staff,41,7,0,13,1
Male,315000,Working,Unknown,Unknown,Managers,40,4,0,24,1
Unknown,270000,Unknown,Higher Education,Married,Unknown,49,2,0,44,1
Male,450000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,6,0,11,1
Female,121500,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,5,0,5,1
Unknown,270000,Unknown,Unknown,Unknown,Sales Staff,39,5,0,19,1
Female,72000,Working,Secondary / Secondary Special,Married,Sales Staff,47,4,0,25,1
Female,292500,Commercial Associate,Unknown,Unknown,Core Staff,40,2,0,18,1
Female,112500,Unknown,Unknown,Unknown,Core Staff,40,7,0,21,1
Unknown,135000,Unknown,Secondary / Secondary Special,Unknown,Laborers,33,7,1,18,1
Female,216000,Commercial Associate,Higher Education,Unknown,Accountants,34,7,0,18,1
Male,180000,Working,Secondary / Secondary Special,Married,Drivers,55,7,0,25,1
Female,270000,Unknown,Unknown,Unknown,Realty Agents,40,8,0,18,1
Male,180000,Working,Higher Education,Married,Cooking Staff,43,7,0,24,1
Female,112500,Working,Unknown,Unknown,Medicine Staff,55,16,0,12,1
Female,126000,Working,Secondary / Secondary Special,Married,Sales Staff,55,7,0,18,1
Female,180000,Unknown,Secondary / Secondary Special,Unknown,Managers,39,7,0,18,1
Female,360000,Commercial Associate,Unknown,Married,Unknown,40,7,0,18,1
Male,112500,Working,Secondary / Secondary Special,Married,Unknown,40,5,0,18,1
Male,225000,Working,Unknown,Unknown,Unknown,40,12,1,33,1
Male,225000,Unknown,Unknown,Married,Drivers,28,4,0,7,1
Unknown,180000,Working,Secondary / Secondary Special,Unknown,Laborers,49,16,0,18,1
Unknown,360000,Commercial Associate,Unknown,Unknown,Managers,40,7,0,18,1
Female,135000,Working,Unknown,Unknown,Laborers,44,7,0,18,1
Female,247500,Commercial Associate,Unknown,Single / Not Married,Unknown,42,7,0,2,1
Unknown,292500,State Servant,Unknown,Married,Managers,40,7,0,18,1
Male,157500,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,35,7,0,26,1
Male,315000,Working,Unknown,Single / Not Married,Unknown,40,15,3,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Single / Not Married,Managers,52,5,0,26,1
Female,112500,Unknown,Unknown,Unknown,Unknown,31,12,0,18,1
Female,157500,Commercial Associate,Unknown,Married,Unknown,47,7,0,18,1
Unknown,146250,Unknown,Unknown,Unknown,Unknown,26,2,0,18,1
Male,112500,Unknown,Secondary / Secondary Special,Married,Unknown,40,2,0,35,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,42,1
Female,67500,Unknown,Secondary / Secondary Special,Married,Unknown,55,7,0,18,1
Female,292500,Working,Secondary / Secondary Special,Unknown,Unknown,40,13,0,27,1
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Security Staff,40,7,0,6,1
Female,180000,Commercial Associate,Higher Education,Unknown,Core Staff,28,4,0,18,1
Unknown,135000,Working,Unknown,Single / Not Married,Unknown,40,7,0,40,1
Unknown,112500,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,56,5,9,18,1
Female,58500,Unknown,Secondary / Secondary Special,Married,Unknown,41,7,0,40,1
Male,225000,Unknown,Unknown,Married,Managers,36,7,1,19,1
Male,405000,Commercial Associate,Unknown,Married,Managers,33,6,0,30,1
Male,180000,Unknown,Unknown,Married,Drivers,40,3,0,18,1
Female,180000,Commercial Associate,Unknown,Unknown,Laborers,40,12,0,18,1
Female,180000,Working,Higher Education,Unknown,Unknown,64,6,0,10,1
Male,180000,Unknown,Incomplete Higher,Single / Not Married,Unknown,27,1,0,6,1
Unknown,99000,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Male,225000,Working,Unknown,Married,Unknown,40,3,0,40,1
Female,247500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Unknown,32,7,0,9,1
Female,315000,Commercial Associate,Secondary / Secondary Special,Separated,Laborers,50,9,0,11,1
Unknown,81000,Working,Unknown,Married,Unknown,40,9,0,18,1
Male,225000,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,40,2,1,15,1
Unknown,360000,State Servant,Higher Education,Unknown,Managers,40,16,0,31,1
Unknown,247500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,19,0,2,1
Unknown,112500,Working,Higher Education,Civil Marriage,Unknown,35,7,0,31,1
Male,157500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,0,18,1
Female,180000,Working,Higher Education,Widow,Sales Staff,53,4,0,18,1
Unknown,76500,State Servant,Unknown,Married,Core Staff,40,9,0,3,1
Female,122400,Unknown,Secondary / Secondary Special,Married,Medicine Staff,58,4,0,18,1
Unknown,247500,Working,Unknown,Unknown,Unknown,50,7,0,47,1
Male,306000,Unknown,Secondary / Secondary Special,Unknown,Managers,52,24,0,51,1
Unknown,180000,Unknown,Unknown,Unknown,Laborers,40,7,0,31,1
Female,90000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,2,0,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,0,18,1
Male,139500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,16,0,18,1
Unknown,135000,Unknown,Secondary / Secondary Special,Married,Laborers,40,10,0,18,1
Female,157500,Unknown,Unknown,Unknown,Sales Staff,38,7,0,25,1
Unknown,180000,State Servant,Higher Education,Unknown,Unknown,31,10,0,46,1
Unknown,135000,Unknown,Unknown,Married,Accountants,40,7,0,4,1
Unknown,157500,Commercial Associate,Unknown,Unknown,Unknown,53,7,0,15,1
Unknown,225000,Commercial Associate,Secondary / Secondary Special,Widow,Cleaning Staff,58,3,0,18,1
Unknown,202500,Working,Secondary / Secondary Special,Separated,Laborers,39,1,0,42,1
Unknown,225000,Working,Higher Education,Married,Drivers,40,3,0,35,1
Unknown,306000,Working,Unknown,Married,Managers,37,7,0,25,1
Male,180000,Working,Unknown,Unknown,Drivers,60,7,0,18,1
Female,360000,Commercial Associate,Incomplete Higher,Unknown,Unknown,47,1,0,18,1
Male,270000,Commercial Associate,Incomplete Higher,Single / Not Married,Unknown,40,1,0,18,1
Female,270000,Unknown,Unknown,Unknown,Unknown,30,3,0,18,1
Male,144000,Working,Secondary / Secondary Special,Unknown,Unknown,40,2,0,12,1
Female,175500,Unknown,Unknown,Married,Core Staff,40,2,0,18,1
Unknown,135000,Unknown,Unknown,Married,Laborers,40,24,0,2,1
Female,157500,Working,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,0,4,1
Unknown,157500,Unknown,Secondary / Secondary Special,Unknown,Accountants,33,6,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Unknown,40,22,0,3,1
Unknown,180000,Working,Higher Education,Married,Unknown,39,7,0,38,1
Unknown,90000,Unknown,Unknown,Unknown,Unknown,33,1,0,41,1
Male,112500,Unknown,Secondary / Secondary Special,Unknown,Unknown,42,7,0,41,1
Unknown,288000,Commercial Associate,Unknown,Widow,Private Service Staff,40,1,0,17,1
Unknown,135000,Unknown,Unknown,Married,Managers,40,8,0,22,1
Female,112500,Commercial Associate,Unknown,Married,Cleaning Staff,36,1,0,2,1
Male,135000,Unknown,Secondary / Secondary Special,Married,Sales Staff,40,4,0,18,1
Male,90000,Working,Secondary / Secondary Special,Unknown,Unknown,40,3,0,8,1
Female,90000,Unknown,Unknown,Married,Medicine Staff,46,7,0,32,1
Female,315000,Working,Unknown,Separated,Unknown,40,6,0,18,1
Female,216000,Working,Secondary / Secondary Special,Unknown,Laborers,52,34,2,18,1
Male,225000,Commercial Associate,Unknown,Married,Unknown,28,6,0,18,1
Male,126000,Working,Secondary / Secondary Special,Married,Unknown,46,7,0,18,1
Female,157500,Unknown,Unknown,Unknown,Core Staff,39,7,0,2,1
Male,202500,Working,Unknown,Unknown,Unknown,27,7,4,12,1
Male,202500,Commercial Associate,Higher Education,Married,Laborers,40,9,0,41,1
Female,90000,Working,Secondary / Secondary Special,Unknown,Medicine Staff,40,6,0,18,1
Male,180000,Working,Unknown,Married,Unknown,40,10,0,18,1
Unknown,292500,Working,Secondary / Secondary Special,Married,Medicine Staff,58,39,0,2,1
Unknown,135000,Commercial Associate,Incomplete Higher,Single / Not Married,Accountants,40,1,1,17,1
Unknown,126000,Working,Secondary / Secondary Special,Unknown,Unknown,23,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Laborers,38,3,0,47,1
Unknown,225000,Commercial Associate,Unknown,Unknown,Drivers,40,7,0,6,1
Unknown,180000,Working,Higher Education,Married,Unknown,35,7,0,12,1
Female,270000,Unknown,Secondary / Secondary Special,Widow,Cooking Staff,52,7,0,18,1
Unknown,202500,Working,Higher Education,Single / Not Married,Drivers,49,7,9,18,1
Unknown,252000,Working,Unknown,Separated,Unknown,51,21,0,18,1
Male,180000,Working,Unknown,Married,Drivers,37,3,0,11,1
Female,157500,Unknown,Unknown,Unknown,Unknown,40,1,0,8,1
Unknown,117000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Laborers,48,7,1,18,1
Male,119250,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,52,1
Unknown,72000,State Servant,Secondary / Secondary Special,Married,Unknown,54,22,0,18,1
Female,157500,Working,Secondary / Secondary Special,Unknown,Unknown,32,11,0,47,1
Male,198000,Commercial Associate,Unknown,Civil Marriage,Managers,40,12,3,18,1
Unknown,157500,Working,Unknown,Unknown,Medicine Staff,40,6,0,34,1
Female,202500,Unknown,Secondary / Secondary Special,Married,High Skill Tech Staff,35,7,0,8,1
Female,112500,Working,Higher Education,Civil Marriage,Laborers,40,9,4,18,1
Unknown,135000,Commercial Associate,Higher Education,Unknown,Unknown,40,2,0,54,1
Unknown,234000,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Female,337500,Working,Secondary / Secondary Special,Unknown,Core Staff,36,7,0,18,1
Female,292500,Working,Incomplete Higher,Single / Not Married,Core Staff,35,7,0,21,1
Male,193500,Working,Unknown,Married,Core Staff,40,7,0,28,1
Unknown,324000,Working,Higher Education,Unknown,High Skill Tech Staff,31,7,0,37,1
Female,202500,Working,Secondary / Secondary Special,Single / Not Married,Medicine Staff,57,36,0,18,1
Male,270000,Commercial Associate,Higher Education,Married,Drivers,39,3,0,18,1
Female,85500,Commercial Associate,Higher Education,Married,High Skill Tech Staff,38,13,0,30,1
Male,157500,Unknown,Unknown,Married,Unknown,57,7,0,17,1
Unknown,315000,Unknown,Unknown,Unknown,Unknown,31,7,0,18,1
Female,90000,Unknown,Unknown,Unknown,Unknown,46,7,0,12,1
Unknown,225000,Commercial Associate,Unknown,Unknown,Unknown,40,2,0,51,1
Male,180000,Working,Secondary / Secondary Special,Unknown,Sales Staff,28,7,0,25,1
Male,225000,Unknown,Higher Education,Unknown,Laborers,46,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Unknown,40,5,0,18,1
