applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Female,,,,Married,,36,3,,19,1
Female,225000,Commercial Associate,Higher Education,Separated,Laborers,43,1,,,1
Female,,Working,,Married,Core Staff,30,,0,13,1
,,Working,Secondary / Secondary Special,Widow,Laborers,63,,,,1
,360000,,Secondary / Secondary Special,,,,6,0,,1
,270000,Working,Secondary / Secondary Special,Single / Not Married,,,,0,,1
Female,360000,,,,Managers,46,,,15,1
,,,,Married,Managers,54,8,,,1
,135000,,,,Sales Staff,,,0,9,1
Female,387000,,Secondary / Secondary Special,Married,Sales Staff,,14,0,55,1
Female,,Working,,,,50,,,,1
Female,126000,,Higher Education,Married,Core Staff,28,2,,35,1
Male,,Working,Secondary / Secondary Special,,Managers,,,0,,1
Female,157500,,Secondary / Secondary Special,,,33,,,14,1
,,,,,Private Service Staff,,,0,,1
,225000,Working,,,Laborers,36,,0,,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,33,,0,,1
Male,450000,Working,Secondary / Secondary Special,Married,,41,,1,,1
,,State Servant,Higher Education,,Core Staff,42,,0,,1
,,Commercial Associate,Higher Education,,Core Staff,38,8,,31,1
Female,112500,Commercial Associate,,,,53,12,,,1
Female,189000,Commercial Associate,Secondary / Secondary Special,Married,,49,2,0,,1
Female,391500,,,Married,Core Staff,,20,1,48,1
Female,202500,,,Married,,59,3,,,1
,,,,,Laborers,,1,0,,1
,135000,Working,,,Laborers,47,,,33,1
,,Commercial Associate,,Married,Drivers,44,,0,35,1
Female,180000,Working,Secondary / Secondary Special,,,,,0,9,1
,202500,Working,Higher Education,,Managers,,6,0,,1
Male,,Commercial Associate,,,,23,3,0,21,1
Female,,,Secondary / Secondary Special,Married,Core Staff,,5,,,1
,,Working,,,Cleaning Staff,,4,1,39,1
,,Commercial Associate,Secondary / Secondary Special,,,33,,0,,1
Female,180000,Commercial Associate,Secondary / Secondary Special,,,39,,,18,1
Female,,Working,Higher Education,Married,Sales Staff,,9,0,2,1
Female,157500,Commercial Associate,,Civil Marriage,,41,,,15,1
Female,351000,,Secondary / Secondary Special,Single / Not Married,Medicine Staff,48,12,2,,1
Female,,,,,Core Staff,,3,0,,1
,,,,Married,,56,,,4,1
Female,180000,,Secondary / Secondary Special,Married,Medicine Staff,,3,0,26,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,Managers,,5,0,12,1
,315000,State Servant,,Married,,37,4,0,5,1
,270000,,,Married,Laborers,31,,0,,1
Female,225000,Commercial Associate,,Widow,Laborers,60,33,,59,1
Female,,,Secondary / Secondary Special,Married,,40,16,,21,1
,157500,Working,Secondary / Secondary Special,,,36,9,0,,1
,,,Higher Education,Single / Not Married,Core Staff,36,2,0,22,1
Female,135000,Commercial Associate,Higher Education,,Managers,,4,0,,1
,225000,Working,,,Laborers,,15,,17,1
,,Working,,Married,,32,6,0,4,1
Male,,,Higher Education,Single / Not Married,Core Staff,,1,,,1
Male,,,,Married,Laborers,,22,0,28,1
,,Working,,Married,,45,20,,24,1
,90000,Commercial Associate,,,,,8,0,52,1
,270000,Commercial Associate,,Single / Not Married,Sales Staff,,,0,,1
,211500,Working,Secondary / Secondary Special,,Core Staff,48,4,,51,1
Male,225000,,,Married,Sales Staff,,3,,11,1
,,,,Single / Not Married,Laborers,,3,,4,1
Male,,Working,,Married,Laborers,41,15,,10,1
Female,,Working,Secondary / Secondary Special,Civil Marriage,Security Staff,28,5,0,39,1
Female,,,,Married,,,,0,42,1
Female,315000,State Servant,,Married,Managers,39,1,2,,1
,360000,Working,,Married,Cooking Staff,,,,49,1
Male,,Working,Secondary / Secondary Special,,Laborers,51,,0,38,1
Male,81000,Working,,Married,,44,,0,15,1
,247500,Working,,Married,,,,0,,1
,171000,,Secondary / Secondary Special,Married,High Skill Tech Staff,59,,0,48,1
,135000,Working,Secondary / Secondary Special,Married,,,1,,,1
,45000,,Secondary / Secondary Special,,Cleaning Staff,43,3,2,6,1
Female,135000,Working,Higher Education,,High Skill Tech Staff,,4,,13,1
,157500,State Servant,Secondary / Secondary Special,,Medicine Staff,33,14,0,29,1
Female,,Working,Secondary / Secondary Special,Married,,54,11,,,1
,144000,Working,Higher Education,Married,,36,9,,,1
Female,180000,Commercial Associate,Secondary / Secondary Special,,,34,4,,,1
Female,337500,,Secondary / Secondary Special,,Core Staff,,10,,,1
Male,180000,State Servant,Secondary / Secondary Special,Married,Core Staff,,13,0,11,1
,180000,,Higher Education,,,28,,0,5,1
Male,112500,Working,,,,,,0,,1
Male,135000,,,,,,10,0,14,1
Male,270000,Commercial Associate,Secondary / Secondary Special,,Drivers,,,,,1
Female,180000,,,,,55,11,0,30,1
,157500,Working,,,,,,0,9,1
Male,,Working,Secondary / Secondary Special,,Security Staff,,,0,18,1
Female,112500,,Secondary / Secondary Special,Married,,25,2,,,1
,,,Higher Education,Single / Not Married,,46,2,0,,1
Male,135000,,,,,38,,,,1
Male,,,Secondary / Secondary Special,Married,,52,5,4,45,1
,,,,Married,,40,3,,,1
,243000,State Servant,,Married,Core Staff,28,10,2,,1
Male,216000,,Higher Education,,,30,4,0,14,1
,157500,Working,Secondary / Secondary Special,Civil Marriage,,57,,,28,1
Male,108000,Working,,Married,Laborers,,21,,25,1
Male,157500,,,,Drivers,,7,0,,1
Female,,Commercial Associate,,Single / Not Married,,48,,0,17,1
Female,,Working,Secondary / Secondary Special,,,,19,0,47,1
Female,,State Servant,,Married,,49,5,0,34,1
,135000,Working,Incomplete Higher,Married,Core Staff,45,,0,23,1
Female,171000,Working,,Married,Sales Staff,42,6,0,32,1
Female,157500,,,,Core Staff,29,,,,1
,148500,Working,Secondary / Secondary Special,Married,,42,3,0,,1
Female,247500,,,Married,Laborers,31,7,0,51,1
,135000,Commercial Associate,,,,33,,0,35,1
Male,315000,Working,Secondary / Secondary Special,Separated,,45,3,0,,1
Male,315000,,,Married,Drivers,51,,0,37,1
,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,46,2,0,,1
,225000,Commercial Associate,Higher Education,Single / Not Married,Core Staff,,26,,30,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Laborers,40,21,,5,1
Female,180000,,Secondary / Secondary Special,,,51,,0,16,1
,292500,State Servant,,Civil Marriage,,,,0,15,1
Female,112500,Working,Higher Education,,,,7,0,43,1
Female,247500,,Secondary / Secondary Special,Civil Marriage,,49,1,0,1,1
Male,,,Incomplete Higher,,Laborers,,,0,,1
Male,,State Servant,Higher Education,Married,,36,,,,1
Female,112500,,,Married,Laborers,35,7,,,1
Male,135000,Working,,,,29,3,0,10,1
Male,,Working,Secondary / Secondary Special,,,48,3,11,,0
,,Working,Secondary / Secondary Special,Married,Sales Staff,46,5,,53,1
,135000,,Secondary / Secondary Special,,Laborers,30,2,,,1
,,Working,,,,42,,0,,1
Female,405000,,Higher Education,Married,Laborers,42,2,,23,1
Male,315000,,Incomplete Higher,,Managers,30,,0,28,1
Female,387000,Commercial Associate,,,,55,,0,32,1
,157500,,,,Laborers,,12,0,33,1
,,,,Married,,41,,0,,1
Male,270000,Working,Secondary / Secondary Special,Married,Core Staff,25,,1,,1
Female,,Commercial Associate,,,High Skill Tech Staff,45,3,,14,1
Male,225000,,,,,,8,,26,1
Female,126000,,Secondary / Secondary Special,,,,4,0,,1
Female,130500,Working,,Married,Core Staff,,16,0,,1
Female,180000,Commercial Associate,,Single / Not Married,Core Staff,,20,0,13,1
Male,222750,Working,Higher Education,,,,4,0,25,1
,382500,Working,Higher Education,Married,It Staff,,,,,1
,135000,Commercial Associate,Secondary / Secondary Special,Married,Cleaning Staff,62,,0,31,1
,,Working,,Single / Not Married,Medicine Staff,46,1,0,28,1
Female,58500,,Secondary / Secondary Special,,,,17,0,16,1
,171000,Commercial Associate,,Married,Security Staff,58,,,40,1
Male,,,Secondary / Secondary Special,,Drivers,,,0,39,1
Female,112500,,Secondary / Secondary Special,,Sales Staff,44,3,,13,1
,202500,,,Civil Marriage,,30,3,,,1
Female,180000,Commercial Associate,Higher Education,,Managers,,5,,30,1
Female,180000,,Higher Education,,,,9,0,39,1
Male,157500,,Higher Education,Married,Laborers,,12,0,46,1
Male,,Commercial Associate,Secondary / Secondary Special,,Drivers,36,,,15,1
Male,,Commercial Associate,Higher Education,Married,High Skill Tech Staff,,17,0,,1
Female,,,,Married,Security Staff,48,5,0,45,1
Female,,Working,Secondary / Secondary Special,,,,10,0,34,1
Female,94500,Commercial Associate,Incomplete Higher,Married,Sales Staff,38,10,0,38,1
Male,391500,Working,,Separated,Security Staff,,5,0,27,1
Female,144000,Working,Secondary / Secondary Special,Married,Medicine Staff,52,,,46,1
,,Working,Secondary / Secondary Special,,,,,0,7,1
,180000,Commercial Associate,,,Managers,52,,,3,1
,,Working,,,Laborers,29,5,,29,1
,,Commercial Associate,Secondary / Secondary Special,Separated,Private Service Staff,,,0,55,1
Female,157500,Working,Incomplete Higher,,,34,,1,11,1
Male,202500,,,Married,Laborers,32,3,,7,1
,202500,Working,,Married,High Skill Tech Staff,53,1,0,,1
Female,,State Servant,,,Cooking Staff,53,,,10,1
Male,157500,Commercial Associate,Higher Education,,Accountants,49,,,,1
,,,Incomplete Higher,,Accountants,35,7,0,,1
Male,202500,Working,Secondary / Secondary Special,Civil Marriage,Drivers,,3,0,22,1
Female,180000,,,Married,,,,0,,1
,85500,State Servant,Secondary / Secondary Special,,,,,0,,1
Female,247500,Commercial Associate,Higher Education,Single / Not Married,Core Staff,33,6,3,10,1
,135000,,Secondary / Secondary Special,Married,Sales Staff,38,,,,1
,,Commercial Associate,,Married,High Skill Tech Staff,54,3,,,1
Female,292500,,Incomplete Higher,Married,,35,12,0,,1
Male,,,,,,32,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,52,30,0,35,1
Male,315000,Working,Secondary / Secondary Special,,Managers,39,,,,1
,126000,Working,Secondary / Secondary Special,,,32,4,,12,1
,135000,Commercial Associate,Higher Education,,,43,8,0,,1
Male,99000,,,Civil Marriage,Laborers,,,,,1
,225000,,Higher Education,,Core Staff,48,9,,,1
Male,225000,Working,Secondary / Secondary Special,Married,,56,,2,2,0
,135000,,,Married,Drivers,46,,,9,1
Female,67500,Working,Secondary / Secondary Special,,Sales Staff,,1,,23,1
Male,,Commercial Associate,,,Drivers,,13,0,16,1
Male,,,Secondary / Secondary Special,Single / Not Married,Laborers,39,4,,,1
Female,135000,,Secondary / Secondary Special,Married,Medicine Staff,,24,0,12,1
,180000,Working,Higher Education,,Accountants,30,4,1,,1
,112500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Core Staff,43,,0,,1
,126000,Commercial Associate,,Separated,,45,9,0,31,1
,,Working,,,Managers,62,36,0,10,1
Male,207000,Commercial Associate,,Married,Sales Staff,37,,0,,1
,225000,Working,Higher Education,,,47,,0,1,1
,,,,Married,,,1,,13,1
Female,225000,,Secondary / Secondary Special,,Sales Staff,,5,0,32,1
,,,,,,54,,,35,1
Female,157500,Commercial Associate,,Separated,Sales Staff,33,,0,4,1
,,,Secondary / Secondary Special,Married,Core Staff,,20,,,1
,247500,Working,Higher Education,Married,,33,,0,12,1
,,,Secondary / Secondary Special,Married,Laborers,,10,,,1
Female,157500,,,,,34,,0,,1
Female,112500,Working,Secondary / Secondary Special,Separated,Sales Staff,41,2,0,,1
,,,Secondary / Secondary Special,Married,,,,0,,1
,225000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,,7,0,,1
Female,157500,,Higher Education,,Sales Staff,44,,,,1
Male,247500,Working,Secondary / Secondary Special,,Laborers,39,,0,12,1
,162000,Working,Secondary / Secondary Special,Civil Marriage,Managers,34,,0,13,1
,,,Higher Education,Married,,47,4,0,10,1
,,State Servant,,,Managers,36,,,11,1
,135000,Working,Higher Education,,,,,,29,1
,,Pensioner,,Single / Not Married,Laborers,,7,1,30,1
,112500,Working,Secondary / Secondary Special,,,,,0,22,1
Female,405000,Working,,Married,Accountants,39,,,45,1
,,Working,Incomplete Higher,Single / Not Married,Core Staff,,,0,13,1
,90000,,Secondary / Secondary Special,Separated,Sales Staff,44,14,0,37,1
,202500,,Lower Secondary,Married,Laborers,37,15,,,1
,,,,Married,Drivers,,2,0,8,1
,213750,State Servant,Higher Education,,Core Staff,35,,,,1
Male,315000,,Secondary / Secondary Special,Married,,50,4,,16,1
Male,207000,Commercial Associate,,,Managers,,,,,1
,135000,,,Married,,,5,,,1
Female,,Working,Secondary / Secondary Special,Single / Not Married,Secretaries,30,,,1,1
,247500,,,,Drivers,,8,0,,1
,,,,,,39,,,23,1
Female,112500,Working,Secondary / Secondary Special,,,,,,12,1
Male,157500,State Servant,,Married,Core Staff,,5,0,,1
Male,306000,,Secondary / Secondary Special,,Managers,44,,0,43,1
Female,135000,Commercial Associate,Secondary / Secondary Special,,,35,13,0,,1
,,State Servant,Secondary / Secondary Special,,Laborers,46,,,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Laborers,43,2,,,1
Male,,Commercial Associate,Lower Secondary,Married,Laborers,,,,23,1
,157500,,,,,,,,,1
,247500,,Higher Education,Married,Security Staff,47,5,,3,1
Male,135000,Working,Secondary / Secondary Special,Married,,26,3,2,19,1
,225000,,,Married,,28,4,,4,1
Female,,Working,Secondary / Secondary Special,,,52,2,0,5,1
Female,,State Servant,Higher Education,Civil Marriage,Core Staff,,15,1,,1
Female,121500,State Servant,Higher Education,Married,Secretaries,,7,,8,1
,140400,Working,,Married,Core Staff,,9,,8,1
Female,135000,Commercial Associate,,,,36,,,5,1
Female,103500,Working,Secondary / Secondary Special,,,,12,0,,1
Female,238500,Commercial Associate,Secondary / Secondary Special,,,47,4,0,28,1
Female,157500,,,Married,,,16,0,53,1
,,Working,Secondary / Secondary Special,Married,Medicine Staff,,,0,19,1
Male,,Commercial Associate,,,,33,10,0,19,1
Female,315000,Commercial Associate,Secondary / Secondary Special,Separated,,,6,,18,1
Female,292500,,,Married,Laborers,,,0,,1
Female,90000,State Servant,,Civil Marriage,Core Staff,35,8,,6,1
Male,157500,,Secondary / Secondary Special,Married,Sales Staff,35,2,0,9,1
,292500,Working,,,,39,,0,21,1
Male,112500,,Higher Education,,,33,2,,15,1
Female,63000,Commercial Associate,Secondary / Secondary Special,,,,,,40,1
,,Working,Secondary / Secondary Special,Separated,Laborers,,,,,1
Female,144000,State Servant,,,High Skill Tech Staff,50,,0,17,1
Female,,State Servant,,,Secretaries,,7,0,8,1
Male,180000,Commercial Associate,Secondary / Secondary Special,Married,,39,8,0,,1
Female,189000,Working,Secondary / Secondary Special,Married,Cleaning Staff,40,1,,6,1
Male,78750,,Secondary / Secondary Special,,,,1,0,5,1
Male,270000,,,Civil Marriage,Drivers,45,3,3,,1
,202500,Working,,Civil Marriage,Sales Staff,27,4,0,,1
,292500,,Secondary / Secondary Special,Married,Drivers,51,2,0,45,1
,157500,Working,,Married,Drivers,30,,0,,1
,,Working,Secondary / Secondary Special,Widow,,35,2,,18,1
Female,,Working,Secondary / Secondary Special,,Laborers,,9,,,1
,180000,Working,Higher Education,Single / Not Married,,63,,0,,1
Female,,,Secondary / Secondary Special,Married,Laborers,,,0,,1
Male,270000,Working,Incomplete Higher,,,,7,,,1
,,,,Civil Marriage,,32,3,0,9,1
Male,247500,Working,Secondary / Secondary Special,Married,Drivers,31,,,27,1
Male,,Working,,,Security Staff,,,,42,1
,202500,,Higher Education,,,34,,0,16,1
Male,,,Secondary / Secondary Special,Civil Marriage,Managers,,8,0,60,1
,,,Secondary / Secondary Special,,,,19,,2,1
Male,202500,State Servant,Higher Education,,,35,,0,17,1
Female,,,,Single / Not Married,Medicine Staff,27,5,0,,1
Female,,,,,,,,0,33,1
,189000,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,,,0,41,1
Female,202500,Working,,Single / Not Married,Laborers,,2,0,,1
Male,,,,Married,,38,10,0,9,1
Male,,Working,Secondary / Secondary Special,,Drivers,,,0,,1
Female,,Working,Higher Education,,,45,11,,,1
,135000,Working,Secondary / Secondary Special,,Security Staff,,,0,6,1
Female,,Working,Higher Education,Married,,,2,,,1
Male,616500,Commercial Associate,,,Managers,,,0,,1
Female,,State Servant,,,Core Staff,,8,,,1
,,,Higher Education,,,30,,0,,1
Female,,,Higher Education,,Core Staff,37,,,10,1
,135000,Working,Lower Secondary,Married,High Skill Tech Staff,45,2,6,51,1
Female,202500,Working,Higher Education,,Managers,,5,0,50,1
,180000,Working,Secondary / Secondary Special,Married,Laborers,40,2,,6,1
,,Working,,Married,,,,,23,1
,315000,Working,,Married,Sales Staff,60,5,0,,1
,315000,,,,,31,7,,,1
,,,,Civil Marriage,,,,0,15,1
,,Working,,Single / Not Married,,42,,0,17,1
Female,112500,Commercial Associate,,Married,Medicine Staff,59,2,,23,1
Male,360000,Commercial Associate,,Married,,42,5,0,29,1
Female,157500,,Higher Education,,,40,,,,1
,135000,Commercial Associate,Secondary / Secondary Special,,Laborers,,11,0,37,1
Male,247500,,Secondary / Secondary Special,,,,21,,,1
,,,,Married,Medicine Staff,,3,0,,1
Female,,Working,,Civil Marriage,Sales Staff,30,,,34,1
Male,180000,,Secondary / Secondary Special,Married,Drivers,,3,0,12,1
Female,,,Secondary / Secondary Special,Married,Core Staff,,5,,,1
Female,360000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Accountants,,7,,,1
,157500,State Servant,Secondary / Secondary Special,,,28,3,,,1
Female,270000,,Secondary / Secondary Special,Married,Sales Staff,47,,0,8,1
Male,67500,Working,Secondary / Secondary Special,Married,Laborers,,,,10,1
,202500,,,Married,Laborers,37,15,0,13,1
,,State Servant,Higher Education,Married,Core Staff,36,4,0,,1
,,Working,,Married,,,,,13,1
Male,,Working,Secondary / Secondary Special,Married,Core Staff,32,,,,1
Male,,Working,Secondary / Secondary Special,,Laborers,,,0,,1
Male,180000,,,,,36,5,,13,1
,216000,Working,,Married,,41,3,,,1
Female,94500,State Servant,,Separated,Laborers,51,,,51,1
Male,270000,Working,Incomplete Higher,Married,,33,3,0,11,1
Female,90000,,,Civil Marriage,,58,,0,37,1
Male,247500,Working,,Married,Drivers,,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,,Laborers,31,7,,,1
,225000,Commercial Associate,,Single / Not Married,,29,4,0,14,1
Female,,,Higher Education,,,,5,0,,1
Male,292500,Commercial Associate,,,,41,,0,,1
Female,180000,Working,Secondary / Secondary Special,Single / Not Married,Sales Staff,29,4,0,14,1
Female,,,Secondary / Secondary Special,,Core Staff,37,,,7,1
Female,225000,Working,,Widow,,57,,,3,1
Female,202500,Commercial Associate,,Married,Sales Staff,31,,3,36,1
Female,405000,,,,Accountants,47,1,2,,1
Female,,Working,Secondary / Secondary Special,Married,Sales Staff,,,,13,1
,315000,Working,Secondary / Secondary Special,Married,,,,,,1
,225000,,Secondary / Secondary Special,Single / Not Married,Managers,28,,9,45,1
,,Commercial Associate,Secondary / Secondary Special,,,,8,0,,1
,90000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,28,9,0,,1
Female,,,Incomplete Higher,Single / Not Married,,23,5,0,,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,,40,21,0,25,1
,247500,Working,Higher Education,,,44,,0,10,1
,,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,38,,0,,1
Female,180000,,,Married,,,21,,19,1
Female,112500,,Secondary / Secondary Special,Married,Sales Staff,43,,,10,1
Male,,Working,,,Laborers,,,,12,1
,,Working,Higher Education,,,30,2,,11,1
,,,,Married,Cooking Staff,53,,,,1
Male,,Working,Secondary / Secondary Special,,,,10,0,9,1
,135000,Working,Higher Education,Married,,38,,0,11,1
Male,,Working,Incomplete Higher,,,37,,0,,1
Female,166500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Sales Staff,,,,,1
,,Working,Secondary / Secondary Special,,Drivers,57,,0,9,1
Male,270000,,Secondary / Secondary Special,,,61,,,19,1
,,Commercial Associate,,Separated,,,,,,1
,315000,Working,Secondary / Secondary Special,Married,Drivers,56,3,0,14,1
,,,Secondary / Secondary Special,Married,Sales Staff,44,,,40,1
,225000,Working,Higher Education,,Accountants,,,,,1
,315000,Commercial Associate,Higher Education,Married,,,,0,32,1
,225000,,Secondary / Secondary Special,Married,,38,,,,1
Male,,,Secondary / Secondary Special,,Laborers,37,4,,24,1
Male,247500,,,Married,Drivers,60,8,,22,1
Female,112500,Working,,,,43,,0,1,1
Female,135000,Working,Secondary / Secondary Special,Married,Laborers,48,6,0,13,1
,,Working,Higher Education,Married,Managers,,8,1,,1
,,Working,Secondary / Secondary Special,Married,Laborers,56,5,0,,1
,202500,State Servant,Secondary / Secondary Special,,Laborers,,,0,7,1
Female,40500,Working,,Married,,,14,1,36,1
Female,81000,,,Married,,53,,0,8,1
,,Working,,Single / Not Married,Laborers,28,2,0,,1
Male,180000,,Secondary / Secondary Special,,Laborers,56,,0,10,1
,,Working,Secondary / Secondary Special,,Laborers,33,,,,1
Male,112500,,Secondary / Secondary Special,,Drivers,,7,0,11,1
,90000,,,,Laborers,,2,0,10,1
Male,90000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,32,6,,,1
,144000,,,,Laborers,55,,,37,1
,337500,,,Married,Managers,29,5,0,16,1
,,Working,Secondary / Secondary Special,,High Skill Tech Staff,32,5,0,,1
Male,180000,,Higher Education,Married,,30,5,0,,1
Male,1350000,,Higher Education,Married,Managers,36,,,,1
,,Commercial Associate,,,,,,,19,1
Female,166500,Working,,Married,Core Staff,59,,0,15,1
,,Working,Secondary / Secondary Special,Married,Core Staff,,,,14,1
,,Working,,,Drivers,,,,15,1
,225000,Working,Higher Education,Married,Managers,,7,0,27,1
,292500,,Secondary / Secondary Special,Married,Accountants,58,,,,1
Male,234000,Working,Secondary / Secondary Special,Married,,,13,,22,1
Female,225000,Commercial Associate,,,,27,4,0,13,1
Female,,,,Separated,Sales Staff,42,,0,,1
Female,67500,,Secondary / Secondary Special,,,39,,,12,1
,202500,Working,Higher Education,,Managers,57,15,1,9,1
,180000,Commercial Associate,,,,36,,0,,1
Female,157500,Working,,Married,,,16,0,,1
Male,,,Secondary / Secondary Special,Single / Not Married,,51,5,,34,1
,,Working,,Married,Laborers,47,1,,,1
Male,,Working,Higher Education,Married,Managers,51,8,0,6,1
Female,90000,State Servant,Secondary / Secondary Special,Married,Core Staff,53,8,0,18,1
,,,Secondary / Secondary Special,,,,,0,30,1
Female,112500,Commercial Associate,,Married,,42,6,,24,1
,157500,,Secondary / Secondary Special,,Laborers,,,0,4,1
,202500,,Higher Education,,High Skill Tech Staff,,9,,,1
,135000,Working,Secondary / Secondary Special,,,42,,0,3,1
,67500,Working,Secondary / Secondary Special,Single / Not Married,Sales Staff,24,,,15,1
,202500,Commercial Associate,Secondary / Secondary Special,Separated,,30,9,,,1
Female,90000,Working,Higher Education,,Medicine Staff,,1,,3,1
,112500,Working,Secondary / Secondary Special,,,46,,,4,1
,292500,Commercial Associate,Higher Education,Married,Sales Staff,,10,0,,1
,202500,,Secondary / Secondary Special,,Managers,50,10,0,,1
,,Working,,Married,Laborers,,,0,,1
Female,135000,,,Married,Sales Staff,,6,0,16,1
Female,202500,Working,,,,42,23,,,1
,90000,Working,,,,,1,0,,1
Male,315000,Working,Secondary / Secondary Special,,,39,,,,1
,67500,,Secondary / Secondary Special,Married,Laborers,,,,11,1
,216000,,,Married,Core Staff,43,5,,9,1
Female,,Commercial Associate,,Married,Sales Staff,55,,,55,1
Male,360000,Working,Secondary / Secondary Special,Civil Marriage,,35,,,11,1
,,,,Married,Laborers,44,,0,,1
Male,405000,Working,Higher Education,Married,Managers,29,,,4,1
Female,112500,,Higher Education,Married,Core Staff,,,0,13,1
Female,1125000,Commercial Associate,,Married,Managers,40,,0,,1
,,,,,Drivers,49,6,0,,1
Female,202500,Working,Incomplete Higher,Single / Not Married,Core Staff,,,,31,1
Female,67500,Working,Secondary / Secondary Special,Single / Not Married,Laborers,25,4,0,,1
,67500,Working,,,Medicine Staff,43,1,0,,1
,135000,Working,,Married,,59,,,3,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Managers,56,15,,8,1
Female,,State Servant,,Single / Not Married,Core Staff,57,36,,46,1
Male,180000,Working,,,,26,,0,17,1
Female,,,Secondary / Secondary Special,Married,Medicine Staff,,4,0,,1
Female,,Working,Secondary / Secondary Special,Married,,,1,0,17,1
Female,,Commercial Associate,,Married,Core Staff,33,,,12,1
Female,112500,,Higher Education,,,41,,,,1
,,,,Married,Core Staff,,11,0,,1
Male,360000,Working,,Married,Drivers,44,7,0,17,1
,315000,Working,,Married,Drivers,,8,1,,1
,,,,,Accountants,38,3,0,,1
Female,,Commercial Associate,Higher Education,Married,,,7,0,25,1
,,,Secondary / Secondary Special,,Laborers,41,15,,,1
Female,202500,Working,,Married,,,,5,17,1
Female,72000,Working,Secondary / Secondary Special,,Cleaning Staff,,,0,45,1
,135000,,,,Core Staff,,6,,5,1
,157500,,Higher Education,Married,Sales Staff,,,0,7,1
,112500,,Secondary / Secondary Special,,,38,15,0,39,1
,,,,Married,,50,,0,,1
Male,,,Secondary / Secondary Special,Married,,,9,,,1
Female,,Working,Higher Education,,Managers,35,,0,51,1
Male,247500,,Secondary / Secondary Special,,Medicine Staff,,,0,,1
Male,270000,Working,Secondary / Secondary Special,Married,,38,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,,,7,,20,1
,315000,Commercial Associate,Higher Education,,,,,,48,1
,,,Secondary / Secondary Special,Single / Not Married,Laborers,,2,0,29,1
,,Commercial Associate,Secondary / Secondary Special,,Security Staff,,,,8,1
Female,112500,,Higher Education,,,,40,0,,1
Female,180000,,Higher Education,Widow,,,6,0,10,1
,,,Secondary / Secondary Special,Single / Not Married,Managers,,,,8,1
Female,225000,,Secondary / Secondary Special,,,50,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,,Laborers,43,1,0,,1
Female,,Working,,Married,,31,9,0,,1
Female,,State Servant,,,,,,,34,1
Female,270000,State Servant,,,Medicine Staff,,34,,,1
Male,144000,Working,,,,24,3,0,27,1
,,Working,Secondary / Secondary Special,,Low-Skill Laborers,37,4,,12,1
Female,,Working,Incomplete Higher,Married,,33,2,0,3,1
,135000,,,,Laborers,,14,,43,1
,225000,Commercial Associate,,Single / Not Married,Core Staff,47,2,0,4,1
Female,,,,,Managers,48,16,0,36,1
Female,,Working,,Single / Not Married,,,6,2,,1
Male,270000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,44,,0,,1
Female,135000,Working,Incomplete Higher,,,,6,0,9,1
Female,,Commercial Associate,Higher Education,,,,6,,,1
Male,112500,Working,,,,,,0,,1
Male,270000,Working,,Married,Accountants,,,,,1
,675000,State Servant,,Married,Drivers,39,19,,2,1
Female,157500,Working,,,,,2,1,47,1
Female,155250,,Secondary / Secondary Special,Separated,,,7,0,33,1
,225000,Working,Secondary / Secondary Special,Civil Marriage,Laborers,,2,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,,,37,3,,,1
Female,135000,Commercial Associate,,,,40,,,13,1
Female,99000,,,,Managers,48,,,,1
Male,135000,Working,Secondary / Secondary Special,,Laborers,58,,0,31,1
Female,135000,Working,,,,,,,6,1
Female,135000,Working,Secondary / Secondary Special,Married,Cleaning Staff,,,1,12,1
,90000,Working,Secondary / Secondary Special,Married,,33,1,2,12,1
Female,,Working,Secondary / Secondary Special,Separated,Cleaning Staff,48,3,,12,1
Female,,Working,Higher Education,,,,20,,,1
,,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Sales Staff,53,,,,1
Female,,Working,,Civil Marriage,Core Staff,,,,9,1
,180000,Working,Higher Education,Married,,28,2,0,,1
Male,198000,,Secondary / Secondary Special,Married,,43,10,0,53,1
